time,mcs,prb_dl,throughput_mbps,bler,msg_rate,bytes
1776679143,3,1187,9.66,0.010,101,19392
1776679143,4,1325,7.80,0.050,101,19392
1776679143,3,1275,9.94,0.010,101,19392
1776679143,4,1678,10.68,0.010,101,19392
1776679143,5,1525,11.44,0.010,101,19392
1776679143,4,943,10.86,0.010,101,19392
1776679143,3,1393,10.87,0.010,101,19392
1776679143,4,1638,10.41,0.010,101,19392
1776679143,3,1275,9.94,0.010,101,19392
1776679143,4,1641,10.88,0.010,101,19392
1776679143,3,1382,10.87,0.010,100,19200
1776679143,4,1705,10.87,0.010,100,19200
1776679143,5,1543,10.87,0.010,100,19200
1776679143,4,1185,10.87,0.010,100,19200
1776679143,3,1326,10.29,0.010,100,19200
1776679143,4,1707,10.88,0.010,100,19200
1776679143,5,1732,12.36,0.010,100,19200
1776679144,4,1116,10.86,0.010,100,19200
1776679144,3,1370,10.86,0.010,100,19200
1776679144,4,1635,10.41,0.010,100,19200
1776679144,3,1359,10.58,0.010,100,19200
1776679144,4,1635,10.86,0.010,100,19200
1776679144,3,1327,10.87,0.010,100,19200
1776679144,4,1866,12.02,0.010,100,19200
1776679144,3,1381,10.86,0.010,100,19200
1776679144,4,1575,10.86,0.010,100,19200
1776679144,3,1325,10.87,0.010,100,19200
1776679144,4,1838,10.88,0.010,100,19200
1776679144,3,1326,11.44,0.010,100,19200
1776679144,4,1769,10.88,0.010,100,19200
1776679144,5,1548,11.16,0.010,100,19200
1776679144,4,995,9.74,0.010,100,19200
1776679144,3,1381,10.87,0.010,100,19200
1776679144,4,1609,10.21,0.010,100,19200
1776679144,3,1378,10.25,0.010,100,19200
1776679144,4,1641,10.87,0.010,100,19200
1776679144,3,1414,10.58,0.010,100,19200
1776679144,4,1772,10.88,0.010,100,19200
1776679144,3,1275,9.94,0.010,100,19200
1776679145,4,1707,11.34,0.010,100,19200
1776679145,3,1186,9.66,0.010,100,19200
1776679145,4,1773,11.34,0.010,100,19200
1776679145,5,1503,10.87,0.010,100,19200
1776679145,4,1047,10.95,0.010,100,19200
1776679145,3,1392,10.87,0.010,100,19200
1776679145,4,1601,10.60,0.010,100,19200
1776679145,3,1370,10.86,0.010,100,19200
1776679145,4,1710,10.88,0.010,100,19200
1776679145,3,1382,10.87,0.010,100,19200
1776679145,4,1746,11.61,0.010,100,19200
1776679145,5,1514,10.87,0.010,100,19200
1776679145,4,1145,10.37,0.010,100,19200
1776679145,3,1315,10.86,0.010,101,19392
1776679145,4,1705,10.42,0.010,101,19392
1776679145,3,1370,10.86,0.010,101,19392
1776679145,4,1594,10.15,0.010,101,19392
1776679145,3,1349,11.15,0.010,101,19392
1776679145,4,1297,8.92,0.010,101,19392
1776679145,3,1327,10.87,0.010,101,19392
1776679145,4,1506,10.40,0.010,101,19392
1776679146,5,1561,11.84,0.010,101,19392
1776679146,4,1158,10.87,0.010,101,19392
1776679146,3,1384,10.87,0.010,101,19392
1776679146,4,1599,10.14,0.010,101,19392
1776679146,3,1263,10.87,0.010,101,19392
